"Drug Crime Trend"
"Current date: 1/22/2019 9:16:50 AM (Mountain Standard Time)"
"Jurisdiction by Geography","Incident Date","Offense Type","Number of Crimes","Number of Offenses","Estimated Population",
"Arapahoe County","2008","Crimes Against Property","8,739","8,726","285,050"
"Arapahoe County","2008","Crimes Against Society","1,004","1,004","285,050"
"Arapahoe County","2009","Crimes Against Person","1,375","1,187","291,023"
"Arapahoe County","2009","Crimes Against Property","7,855","7,841","291,023"
"Arapahoe County","2009","Crimes Against Society","1,008","1,008","291,023"
"Arapahoe County","2010","Crimes Against Person","1,544","1,356","293,244"
"Arapahoe County","2010","Crimes Against Property","7,798","7,795","293,244"
"Arapahoe County","2010","Crimes Against Society","881","881","293,244"
"Arapahoe County","2011","Crimes Against Person","2,252","1,954","297,288"
"Arapahoe County","2011","Crimes Against Property","12,468","12,455","297,288"
"Arapahoe County","2011","Crimes Against Society","1,953","1,953","297,288"
"Arapahoe County","2012","Crimes Against Person","2,117","1,864","303,738"
"Arapahoe County","2012","Crimes Against Property","12,208","12,201","303,738"
"Arapahoe County","2012","Crimes Against Society","2,219","2,219","303,738"
"Arapahoe County","2013","Crimes Against Person","2,022","1,777","312,492"
"Arapahoe County","2013","Crimes Against Property","11,221","11,208","312,492"
"Arapahoe County","2013","Crimes Against Society","1,523","1,523","312,492"
"Arapahoe County","2014","Crimes Against Person","2,151","1,864","315,711"
"Arapahoe County","2014","Crimes Against Property","11,543","11,525","315,711"
"Arapahoe County","2014","Crimes Against Society","1,808","1,808","315,711"
"Arapahoe County","2015","Crimes Against Person","2,267","2,004","322,928"
"Arapahoe County","2015","Crimes Against Property","11,925","11,899","322,928"
"Arapahoe County","2015","Crimes Against Society","1,932","1,932","322,928"
"Arapahoe County","2016","Crimes Against Person","2,299","2,028","320,358"
"Arapahoe County","2016","Crimes Against Property","12,771","12,754","320,358"
"Arapahoe County","2016","Crimes Against Society","1,709","1,709","320,358"
"Arapahoe County","2017","Crimes Against Person","2,533","2,254","215,606"
"Arapahoe County","2017","Crimes Against Property","14,648","14,610","215,606"
"Arapahoe County","2017","Crimes Against Society","1,734","1,734","215,606"
"Archuleta County","2008","Crimes Against Person","37","35","12,940"
"Archuleta County","2008","Crimes Against Property","218","214","12,940"
"Archuleta County","2008","Crimes Against Society","31","31","12,940"
"Archuleta County","2009","Crimes Against Person","85","77","13,000"
"Archuleta County","2009","Crimes Against Property","238","238","13,000"
"Archuleta County","2009","Crimes Against Society","45","45","13,000"
"Archuleta County","2010","Crimes Against Person","48","43","12,084"
"Archuleta County","2010","Crimes Against Property","136","135","12,084"
"Archuleta County","2010","Crimes Against Society","16","16","12,084"
"Archuleta County","2011","Crimes Against Person","127","117","12,294"
"Archuleta County","2011","Crimes Against Property","242","242","12,294"
"Archuleta County","2011","Crimes Against Society","36","36","12,294"
"Archuleta County","2012","Crimes Against Person","93","85","12,179"
"Archuleta County","2012","Crimes Against Property","238","238","12,179"
"Archuleta County","2012","Crimes Against Society","37","37","12,179"
"Archuleta County","2013","Crimes Against Person","107","99","12,148"
"Archuleta County","2013","Crimes Against Property","293","293","12,148"
"Archuleta County","2013","Crimes Against Society","21","21","12,148"
"Archuleta County","2014","Crimes Against Person","98","95","12,297"
"Archuleta County","2014","Crimes Against Property","279","279","12,297"
"Archuleta County","2014","Crimes Against Society","42","42","12,297"
"Archuleta County","2015","Crimes Against Person","121","111","12,334"
"Archuleta County","2015","Crimes Against Property","249","249","12,334"
"Archuleta County","2015","Crimes Against Society","53","53","12,334"
"Archuleta County","2016","Crimes Against Person","115","114","12,334"
"Archuleta County","2016","Crimes Against Property","214","214","12,334"
"Archuleta County","2016","Crimes Against Society","42","42","12,334"
"Archuleta County","2017","Crimes Against Person","162","145","12,944"
"Archuleta County","2017","Crimes Against Property","259","259","12,944"
"Archuleta County","2017","Crimes Against Society","27","27","12,944"
"Baca County","2008","Crimes Against Person","6","6","3,781"
"Baca County","2008","Crimes Against Property","4","4","3,781"
"Baca County","2008","Crimes Against Society","2","2","3,781"
"Baca County","2009","Crimes Against Person","32","22","3,752"
"Baca County","2009","Crimes Against Property","14","14","3,752"
"Baca County","2009","Crimes Against Society","17","17","3,752"
"Baca County","2010","Crimes Against Person","26","25","3,783"
"Baca County","2010","Crimes Against Property","26","26","3,783"
"Baca County","2010","Crimes Against Society","19","19","3,783"
"Baca County","2011","Crimes Against Person","16","15","3,845"
"Baca County","2011","Crimes Against Property","19","19","3,845"
"Baca County","2011","Crimes Against Society","8","8","3,845"
"Baca County","2012","Crimes Against Person","15","13","3,848"
"Baca County","2012","Crimes Against Property","18","18","3,848"
"Baca County","2012","Crimes Against Society","33","33","3,848"
"Baca County","2013","Crimes Against Person","33","26","3,765"
"Baca County","2013","Crimes Against Property","33","32","3,765"
"Baca County","2013","Crimes Against Society","7","7","3,765"
"Baca County","2014","Crimes Against Person","17","13","3,677"
"Baca County","2014","Crimes Against Property","32","32","3,677"
"Baca County","2014","Crimes Against Society","7","7","3,677"
"Baca County","2015","Crimes Against Person","23","17","3,624"
"Baca County","2015","Crimes Against Property","29","29","3,624"
"Baca County","2015","Crimes Against Society","10","10","3,624"
"Baca County","2016","Crimes Against Person","31","30","3,624"
"Baca County","2016","Crimes Against Property","36","36","3,624"
"Baca County","2016","Crimes Against Society","5","5","3,624"
"Baca County","2017","Crimes Against Person","7","5","3,519"
"Baca County","2017","Crimes Against Property","6","6","3,519"
"Baca County","2017","Crimes Against Society","","","3,519"
"Bent County","2008","Crimes Against Person","47","47","5,834"
"Bent County","2008","Crimes Against Property","208","208","5,834"
"Bent County","2008","Crimes Against Society","9","9","5,834"
"Bent County","2009","Crimes Against Person","34","31","5,907"
"Bent County","2009","Crimes Against Property","97","97","5,907"
"Bent County","2009","Crimes Against Society","22","22","5,907"
"Bent County","2010","Crimes Against Person","10","8","6,499"
"Bent County","2010","Crimes Against Property","77","77","6,499"
"Bent County","2010","Crimes Against Society","10","10","6,499"
"Bent County","2011","Crimes Against Person","21","20","6,612"
"Bent County","2011","Crimes Against Property","68","68","6,612"
"Bent County","2011","Crimes Against Society","9","9","6,612"
"Bent County","2012","Crimes Against Person","50","47","8,738"
"Bent County","2012","Crimes Against Property","147","147","8,738"
"Bent County","2012","Crimes Against Society","3","3","8,738"
"Bent County","2013","Crimes Against Person","32","27","7,852"
"Bent County","2013","Crimes Against Property","161","161","7,852"
"Bent County","2013","Crimes Against Society","10","10","7,852"
"Bent County","2014","Crimes Against Person","30","22","7,748"
"Bent County","2014","Crimes Against Property","106","106","7,748"
"Bent County","2014","Crimes Against Society","11","11","7,748"
"Bent County","2015","Crimes Against Person","19","15","7,599"
"Bent County","2015","Crimes Against Property","86","86","7,599"
"Bent County","2015","Crimes Against Society","8","8","7,599"
"Bent County","2016","Crimes Against Person","29","27","7,599"
"Bent County","2016","Crimes Against Property","194","194","7,599"
"Bent County","2016","Crimes Against Society","4","4","7,599"
"Bent County","2017","Crimes Against Person","26","23","7,916"
"Bent County","2017","Crimes Against Property","162","162","7,916"
"Bent County","2017","Crimes Against Society","15","15","7,916"
"Boulder County","2008","Crimes Against Person","972","858","283,211"
"Boulder County","2008","Crimes Against Property","5,217","5,215","283,211"
"Boulder County","2008","Crimes Against Society","911","911","283,211"
"Boulder County","2009","Crimes Against Person","1,067","903","286,362"
"Boulder County","2009","Crimes Against Property","5,120","5,114","286,362"
"Boulder County","2009","Crimes Against Society","1,099","1,099","286,362"
"Boulder County","2010","Crimes Against Person","1,834","1,603","286,249"
"Boulder County","2010","Crimes Against Property","9,127","9,123","286,249"
"Boulder County","2010","Crimes Against Society","1,507","1,507","286,249"
"Boulder County","2011","Crimes Against Person","2,105","1,853","291,236"
"Boulder County","2011","Crimes Against Property","9,163","9,148","291,236"
"Boulder County","2011","Crimes Against Society","2,294","2,294","291,236"
"Boulder County","2012","Crimes Against Person","2,188","1,902","294,946"
"Boulder County","2012","Crimes Against Property","9,609","9,591","294,946"
"Boulder County","2012","Crimes Against Society","2,346","2,346","294,946"
"Boulder County","2013","Crimes Against Person","2,307","2,002","301,345"
"Boulder County","2013","Crimes Against Property","9,492","9,485","301,345"
"Boulder County","2013","Crimes Against Society","1,351","1,351","301,345"
"Boulder County","2014","Crimes Against Person","2,265","1,999","306,291"
"Boulder County","2014","Crimes Against Property","9,252","9,218","306,291"
"Boulder County","2014","Crimes Against Society","1,343","1,343","306,291"
"Boulder County","2015","Crimes Against Person","2,701","2,285","309,565"
"Boulder County","2015","Crimes Against Property","10,621","10,587","309,565"
"Boulder County","2015","Crimes Against Society","1,570","1,570","309,565"
"Boulder County","2016","Crimes Against Person","2,896","2,502","309,565"
"Boulder County","2016","Crimes Against Property","12,149","12,106","309,565"
"Boulder County","2016","Crimes Against Society","1,972","1,972","309,565"
"Boulder County","2017","Crimes Against Person","2,619","2,270","315,082"
"Boulder County","2017","Crimes Against Property","10,129","10,098","315,082"
"Boulder County","2017","Crimes Against Society","2,163","2,163","315,082"
"Chaffee County","2008","Crimes Against Person","87","76","16,850"
"Chaffee County","2008","Crimes Against Property","445","445","16,850"
"Chaffee County","2008","Crimes Against Society","116","116","16,850"
"Chaffee County","2009","Crimes Against Person","73","63","17,101"
"Chaffee County","2009","Crimes Against Property","429","428","17,101"
"Chaffee County","2009","Crimes Against Society","120","120","17,101"
"Chaffee County","2010","Crimes Against Person","86","79","17,809"
"Chaffee County","2010","Crimes Against Property","365","364","17,809"
"Chaffee County","2010","Crimes Against Society","64","64","17,809"
"Chaffee County","2011","Crimes Against Person","95","81","18,119"
"Chaffee County","2011","Crimes Against Property","427","425","18,119"
"Chaffee County","2011","Crimes Against Society","70","70","18,119"
"Chaffee County","2012","Crimes Against Person","96","82","18,180"
"Chaffee County","2012","Crimes Against Property","383","383","18,180"
"Chaffee County","2012","Crimes Against Society","117","117","18,180"
"Chaffee County","2013","Crimes Against Person","87","72","18,385"
"Chaffee County","2013","Crimes Against Property","419","418","18,385"
"Chaffee County","2013","Crimes Against Society","62","62","18,385"
"Chaffee County","2014","Crimes Against Person","80","74","18,797"
"Chaffee County","2014","Crimes Against Property","406","402","18,797"
"Chaffee County","2014","Crimes Against Society","94","94","18,797"
"Chaffee County","2015","Crimes Against Person","85","74","18,574"
"Chaffee County","2015","Crimes Against Property","391","390","18,574"
"Chaffee County","2015","Crimes Against Society","84","84","18,574"
"Chaffee County","2016","Crimes Against Person","103","90","18,574"
"Chaffee County","2016","Crimes Against Property","460","460","18,574"
"Chaffee County","2016","Crimes Against Society","106","106","18,574"
"Chaffee County","2017","Crimes Against Person","127","115","19,204"
"Chaffee County","2017","Crimes Against Property","410","410","19,204"
"Chaffee County","2017","Crimes Against Society","124","124","19,204"
"Cheyenne County","2008","Crimes Against Person","1","1","1,714"
"Cheyenne County","2008","Crimes Against Property","","","1,714"
"Cheyenne County","2008","Crimes Against Society","","","1,714"
"Cheyenne County","2009","Crimes Against Person","2","1","1,707"
"Cheyenne County","2009","Crimes Against Property","8","8","1,707"
"Cheyenne County","2009","Crimes Against Society","1","1","1,707"
"Cheyenne County","2010","Crimes Against Person","2","2","1,836"
"Cheyenne County","2010","Crimes Against Property","6","6","1,836"
"Cheyenne County","2010","Crimes Against Society","","","1,836"
"Cheyenne County","2011","Crimes Against Person","","","1,868"
"Cheyenne County","2011","Crimes Against Property","7","7","1,868"
"Cheyenne County","2011","Crimes Against Society","1","1","1,868"
"Cheyenne County","2012","Crimes Against Person","6","6","1,902"
"Cheyenne County","2012","Crimes Against Property","39","39","1,902"
"Cheyenne County","2012","Crimes Against Society","6","6","1,902"
"Cheyenne County","2013","Crimes Against Person","11","11","1,900"
"Cheyenne County","2013","Crimes Against Property","25","25","1,900"
"Cheyenne County","2013","Crimes Against Society","3","3","1,900"
"Cheyenne County","2014","Crimes Against Person","2","2","1,915"
"Cheyenne County","2014","Crimes Against Property","","","1,915"
"Cheyenne County","2014","Crimes Against Society","4","4","1,915"
"Cheyenne County","2015","Crimes Against Person","8","6","1,887"
"Cheyenne County","2015","Crimes Against Property","1","1","1,887"
"Cheyenne County","2015","Crimes Against Society","","","1,887"
"Cheyenne County","2016","Crimes Against Person","6","6","1,887"
"Cheyenne County","2016","Crimes Against Property","5","5","1,887"
"Cheyenne County","2016","Crimes Against Society","","","1,887"
"Cheyenne County","2017","Crimes Against Person","9","9","1,844"
"Cheyenne County","2017","Crimes Against Property","7","7","1,844"
"Cheyenne County","2017","Crimes Against Society","","","1,844"
"Clear Creek County","2008","Crimes Against Person","102","96","8,918"
"Clear Creek County","2008","Crimes Against Property","332","332","8,918"
"Clear Creek County","2008","Crimes Against Society","62","62","8,918"
"Clear Creek County","2009","Crimes Against Person","105","91","8,880"
"Clear Creek County","2009","Crimes Against Property","256","255","8,880"
"Clear Creek County","2009","Crimes Against Society","71","71","8,880"
"Clear Creek County","2010","Crimes Against Person","144","104","9,088"
"Clear Creek County","2010","Crimes Against Property","297","294","9,088"
"Clear Creek County","2010","Crimes Against Society","56","56","9,088"
"Clear Creek County","2011","Crimes Against Person","100","77","9,246"
"Clear Creek County","2011","Crimes Against Property","240","237","9,246"
"Clear Creek County","2011","Crimes Against Society","57","57","9,246"
"Clear Creek County","2012","Crimes Against Person","120","96","9,137"
"Clear Creek County","2012","Crimes Against Property","299","299","9,137"
"Clear Creek County","2012","Crimes Against Society","102","102","9,137"
"Clear Creek County","2013","Crimes Against Person","140","114","9,059"
"Clear Creek County","2013","Crimes Against Property","242","242","9,059"
"Clear Creek County","2013","Crimes Against Society","22","22","9,059"
"Clear Creek County","2014","Crimes Against Person","151","120","9,064"
"Clear Creek County","2014","Crimes Against Property","269","269","9,064"
"Clear Creek County","2014","Crimes Against Society","36","36","9,064"
"Clear Creek County","2015","Crimes Against Person","151","120","9,525"
"Clear Creek County","2015","Crimes Against Property","310","310","9,525"
"Clear Creek County","2015","Crimes Against Society","29","29","9,525"
"Clear Creek County","2016","Crimes Against Person","159","138","9,525"
"Clear Creek County","2016","Crimes Against Property","301","301","9,525"
"Clear Creek County","2016","Crimes Against Society","40","40","9,525"
"Clear Creek County","2017","Crimes Against Person","126","113","9,755"
"Clear Creek County","2017","Crimes Against Property","298","294","9,755"
"Clear Creek County","2017","Crimes Against Society","71","71","9,755"
"Conejos County","2008","Crimes Against Person","","","8,777"
"Conejos County","2008","Crimes Against Property","","","8,777"
"Conejos County","2008","Crimes Against Society","","","8,777"
"Conejos County","2009","Crimes Against Person","","","8,776"
"Conejos County","2009","Crimes Against Property","","","8,776"
"Conejos County","2009","Crimes Against Society","","","8,776"
"Conejos County","2010","Crimes Against Person","","","9,135"
"Conejos County","2010","Crimes Against Property","","","9,135"
"Conejos County","2010","Crimes Against Society","","","9,135"
"Conejos County","2011","Crimes Against Person","11","11","9,294"
"Conejos County","2011","Crimes Against Property","13","13","9,294"
"Conejos County","2011","Crimes Against Society","2","2","9,294"
"Conejos County","2012","Crimes Against Person","54","51","9,301"
"Conejos County","2012","Crimes Against Property","71","71","9,301"
"Conejos County","2012","Crimes Against Society","7","7","9,301"
"Conejos County","2013","Crimes Against Person","35","32","9,200"
"Conejos County","2013","Crimes Against Property","42","42","9,200"
"Conejos County","2013","Crimes Against Society","2","2","9,200"
"Conejos County","2014","Crimes Against Person","27","26","9,192"
"Conejos County","2014","Crimes Against Property","18","18","9,192"
"Conejos County","2014","Crimes Against Society","","","9,192"
"Conejos County","2015","Crimes Against Person","23","23","9,159"
"Conejos County","2015","Crimes Against Property","55","55","9,159"
"Conejos County","2015","Crimes Against Society","","","9,159"
"Conejos County","2016","Crimes Against Person","34","33","8,292"
"Conejos County","2016","Crimes Against Property","69","69","8,292"
"Conejos County","2016","Crimes Against Society","","","8,292"
"Conejos County","2017","Crimes Against Person","55","55","8,072"
"Conejos County","2017","Crimes Against Property","73","73","8,072"
"Conejos County","2017","Crimes Against Society","3","3","8,072"
"Costilla County","2008","Crimes Against Person","","","3,269"
"Costilla County","2008","Crimes Against Property","","","3,269"
"Costilla County","2008","Crimes Against Society","","","3,269"
"Costilla County","2009","Crimes Against Person","","","3,192"
"Costilla County","2009","Crimes Against Property","","","3,192"
"Costilla County","2009","Crimes Against Society","","","3,192"
"Costilla County","2010","Crimes Against Person","","","3,524"
"Costilla County","2010","Crimes Against Property","","","3,524"
"Costilla County","2010","Crimes Against Society","","","3,524"
"Costilla County","2011","Crimes Against Person","","","3,585"
"Costilla County","2011","Crimes Against Property","","","3,585"
"Costilla County","2011","Crimes Against Society","","","3,585"
"Costilla County","2012","Crimes Against Person","25","24","3,713"
"Costilla County","2012","Crimes Against Property","29","28","3,713"
"Costilla County","2012","Crimes Against Society","4","4","3,713"
"Costilla County","2013","Crimes Against Person","35","35","3,640"
"Costilla County","2013","Crimes Against Property","17","17","3,640"
"Costilla County","2013","Crimes Against Society","4","4","3,640"
"Costilla County","2014","Crimes Against Person","42","38","3,536"
"Costilla County","2014","Crimes Against Property","31","31","3,536"
"Costilla County","2014","Crimes Against Society","18","18","3,536"
"Costilla County","2015","Crimes Against Person","12","11","3,592"
"Costilla County","2015","Crimes Against Property","6","6","3,592"
"Costilla County","2015","Crimes Against Society","3","3","3,592"
"Costilla County","2016","Crimes Against Person","","","3,592"
"Costilla County","2016","Crimes Against Property","","","3,592"
"Costilla County","2016","Crimes Against Society","","","3,592"
"Costilla County","2017","Crimes Against Person","","","3,742"
"Costilla County","2017","Crimes Against Property","","","3,742"
"Costilla County","2017","Crimes Against Society","","","3,742"
"Crowley County","2008","Crimes Against Person","19","18","6,803"
"Crowley County","2008","Crimes Against Property","5","5","6,803"
"Crowley County","2008","Crimes Against Society","3","3","6,803"
"Crowley County","2009","Crimes Against Person","14","14","6,442"
"Crowley County","2009","Crimes Against Property","4","4","6,442"
"Crowley County","2009","Crimes Against Society","26","26","6,442"
"Crowley County","2010","Crimes Against Person","20","20","5,823"
"Crowley County","2010","Crimes Against Property","2","2","5,823"
"Crowley County","2010","Crimes Against Society","4","4","5,823"
"Crowley County","2011","Crimes Against Person","19","19","5,924"
"Crowley County","2011","Crimes Against Property","","","5,924"
"Crowley County","2011","Crimes Against Society","","","5,924"
"Crowley County","2012","Crimes Against Person","33","28","5,815"
"Crowley County","2012","Crimes Against Property","7","7","5,815"
"Crowley County","2012","Crimes Against Society","","","5,815"
"Crowley County","2013","Crimes Against Person","27","27","5,251"
"Crowley County","2013","Crimes Against Property","5","5","5,251"
"Crowley County","2013","Crimes Against Society","1","1","5,251"
"Crowley County","2014","Crimes Against Person","24","23","5,231"
"Crowley County","2014","Crimes Against Property","9","9","5,231"
"Crowley County","2014","Crimes Against Society","","","5,231"
"Crowley County","2015","Crimes Against Person","31","27","5,267"
"Crowley County","2015","Crimes Against Property","62","62","5,267"
"Crowley County","2015","Crimes Against Society","59","59","5,267"
"Crowley County","2016","Crimes Against Person","34","34","5,267"
"Crowley County","2016","Crimes Against Property","100","100","5,267"
"Crowley County","2016","Crimes Against Society","12","12","5,267"
"Crowley County","2017","Crimes Against Person","53","45","5,651"
"Crowley County","2017","Crimes Against Property","97","97","5,651"
"Crowley County","2017","Crimes Against Society","34","34","5,651"
"Custer County","2008","Crimes Against Person","36","32","4,096"
"Custer County","2008","Crimes Against Property","74","74","4,096"
"Custer County","2008","Crimes Against Society","25","25","4,096"
"Custer County","2009","Crimes Against Person","28","26","4,064"
"Custer County","2009","Crimes Against Property","89","87","4,064"
"Custer County","2009","Crimes Against Society","14","14","4,064"
"Custer County","2010","Crimes Against Person","49","39","4,255"
"Custer County","2010","Crimes Against Property","45","45","4,255"
"Custer County","2010","Crimes Against Society","2","2","4,255"
"Custer County","2011","Crimes Against Person","34","26","4,329"
"Custer County","2011","Crimes Against Property","51","51","4,329"
"Custer County","2011","Crimes Against Society","5","5","4,329"
"Custer County","2012","Crimes Against Person","26","23","4,263"
"Custer County","2012","Crimes Against Property","81","81","4,263"
"Custer County","2012","Crimes Against Society","9","9","4,263"
"Custer County","2013","Crimes Against Person","30","27","4,268"
"Custer County","2013","Crimes Against Property","73","73","4,268"
"Custer County","2013","Crimes Against Society","6","6","4,268"
"Custer County","2014","Crimes Against Person","28","23","4,311"
"Custer County","2014","Crimes Against Property","56","56","4,311"
"Custer County","2014","Crimes Against Society","2","2","4,311"
"Custer County","2015","Crimes Against Person","59","49","4,399"
"Custer County","2015","Crimes Against Property","136","136","4,399"
"Custer County","2015","Crimes Against Society","18","18","4,399"
"Custer County","2016","Crimes Against Person","73","58","4,399"
"Custer County","2016","Crimes Against Property","192","189","4,399"
"Custer County","2016","Crimes Against Society","29","29","4,399"
"Custer County","2017","Crimes Against Person","73","66","4,642"
"Custer County","2017","Crimes Against Property","196","193","4,642"
"Custer County","2017","Crimes Against Society","26","26","4,642"
"Delta County","2008","Crimes Against Person","","","30,670"
"Delta County","2008","Crimes Against Property","","","30,670"
"Delta County","2008","Crimes Against Society","","","30,670"
"Delta County","2009","Crimes Against Person","","","31,330"
"Delta County","2009","Crimes Against Property","","","31,330"
"Delta County","2009","Crimes Against Society","","","31,330"
"Delta County","2010","Crimes Against Person","","","30,952"
"Delta County","2010","Crimes Against Property","","","30,952"
"Delta County","2010","Crimes Against Society","","","30,952"
"Delta County","2011","Crimes Against Person","15","14","31,491"
"Delta County","2011","Crimes Against Property","37","37","31,491"
"Delta County","2011","Crimes Against Society","8","8","31,491"
"Delta County","2012","Crimes Against Person","280","236","30,872"
"Delta County","2012","Crimes Against Property","937","933","30,872"
"Delta County","2012","Crimes Against Society","60","60","30,872"
"Delta County","2013","Crimes Against Person","248","206","30,475"
"Delta County","2013","Crimes Against Property","842","832","30,475"
"Delta County","2013","Crimes Against Society","57","57","30,475"
"Delta County","2014","Crimes Against Person","165","139","30,561"
"Delta County","2014","Crimes Against Property","791","783","30,561"
"Delta County","2014","Crimes Against Society","39","39","30,561"
"Delta County","2015","Crimes Against Person","205","186","29,735"
"Delta County","2015","Crimes Against Property","825","821","29,735"
"Delta County","2015","Crimes Against Society","44","44","29,735"
"Delta County","2016","Crimes Against Person","194","165","29,735"
"Delta County","2016","Crimes Against Property","766","763","29,735"
"Delta County","2016","Crimes Against Society","54","54","29,735"
"Delta County","2017","Crimes Against Person","237","201","30,258"
"Delta County","2017","Crimes Against Property","896","891","30,258"
"Delta County","2017","Crimes Against Society","89","89","30,258"
"Denver County","2008","Crimes Against Person","5,876","4,984","592,881"
"Denver County","2008","Crimes Against Property","28,583","28,561","592,881"
"Denver County","2008","Crimes Against Society","2,170","2,170","592,881"
"Denver County","2009","Crimes Against Person","6,535","5,504","604,680"
"Denver County","2009","Crimes Against Property","30,440","30,416","604,680"
"Denver County","2009","Crimes Against Society","2,144","2,144","604,680"
"Denver County","2010","Crimes Against Person","6,369","5,414","600,158"
"Denver County","2010","Crimes Against Property","29,508","29,471","600,158"
"Denver County","2010","Crimes Against Society","1,998","1,998","600,158"
"Denver County","2011","Crimes Against Person","6,694","5,738","610,612"
"Denver County","2011","Crimes Against Property","31,823","31,787","610,612"
"Denver County","2011","Crimes Against Society","1,689","1,689","610,612"
"Denver County","2012","Crimes Against Person","7,018","5,950","628,545"
"Denver County","2012","Crimes Against Property","32,743","32,693","628,545"
"Denver County","2012","Crimes Against Society","2,114","2,114","628,545"
"Denver County","2013","Crimes Against Person","8,962","7,687","648,981"
"Denver County","2013","Crimes Against Property","32,797","32,771","648,981"
"Denver County","2013","Crimes Against Society","3,548","3,548","648,981"
"Denver County","2014","Crimes Against Person","10,032","8,681","665,353"
"Denver County","2014","Crimes Against Property","31,670","31,647","665,353"
"Denver County","2014","Crimes Against Society","4,503","4,503","665,353"
"Denver County","2015","Crimes Against Person","10,892","9,381","682,418"
"Denver County","2015","Crimes Against Property","33,420","33,395","682,418"
"Denver County","2015","Crimes Against Society","5,155","5,155","682,418"
"Denver County","2016","Crimes Against Person","11,124","9,707","682,418"
"Denver County","2016","Crimes Against Property","34,432","34,345","682,418"
"Denver County","2016","Crimes Against Society","5,969","5,969","682,418"
